canonical_name,aliases,sector,entity_type,inclusion_reasons,profile_summary,total_donations_gel,first_donation_date,last_donation_date,donation_count,donation_details,beneficial_owner,beneficial_owner_english,ownership_chain,registry_id,registry_official_name,registry_status,registry_address,has_allegations,allegation_count,allegation_types,allegation_details,allegation_sources,state_procurement_gel,state_contracts_count,state_benefit_details,website,sanctions,nazk_war_sponsor,registry_verified,sources
Signature Litigation,SIGNATURE LITIGATION,Legal & Professional Services,Law Firm,SERVICE_PROVIDER,Signature Litigation provides professional services to the Georgian Dream government or Ivanishvili's business interests. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: LEGAL.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_160,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,LEGAL,"LEGAL: Professional Services: Represents Ivanishvili in Credit Suisse litigation (UK/Bermuda), securing judgments in excess of $500 million for sanctioned individual.",https://www.signaturelitigation.com/overview-and-recent-highlights/,,,,https://www.signaturelitigation.com/,,,Yes,SIGNATURE_CS
Baker McKenzie,BAKER MCKENZIE; BAKERMCKENZIE,Legal & Professional Services,Law Firm,SERVICE_PROVIDER,Baker McKenzie provides professional services to the Georgian Dream government or Ivanishvili's business interests. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: LEGAL.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_161,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,LEGAL,"LEGAL: Professional Services: Advised on trust structures involved in Credit Suisse dispute, reviewing ""Mandalay Trust"" documentation for Ivanishvili.",https://www.event.law.com/International-Private-Client-Forum-2024/session/2588760/breakout-discussions-reserved-powers-and-trustee-duties-lessons-from-ivanishvili,,,,https://www.bakermckenzie.com/,,,Yes,BAKER_TRUST
Hogan Lovells,HOGAN LOVELLS; HOGANLOVELLS,Legal & Professional Services,Law Firm,SERVICE_PROVIDER,Hogan Lovells provides professional services to the Georgian Dream government or Ivanishvili's business interests. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: LEGAL.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_162,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,LEGAL,"LEGAL: Professional Services: Retained by Georgian Dream/Ivanishvili for US lobbying ($75,000/month). Led by former Senator Norm Coleman, wrote letters to Congress defending Ivanis",https://1tv.ge/lang/en/news/hogan-lovells-submits-a-letter-to-the-us-congress-on-behalf-of-georgian-dream/,,,,https://www.hoganlovells.com/,,,Yes,HOGAN_FARA
MKD (Mgaloblishvili Kipiani Dzidziguri),MKD; MGALOBLISHVILI KIPIANI DZIDZIGURI,Legal & Professional Services,Law Firm,SERVICE_PROVIDER,MKD (Mgaloblishvili Kipiani Dzidziguri) provides professional services to the Georgian Dream government or Ivanishvili's business interests. The beneficial owner is Zauri Okrojanashvili. Allegations include: LEGAL.,,,,0,,Zauri Okrojanashvili (ზაური ოქროჯანაშვილი),Zauri Okrojanashvili,,ge-coreg-00139c2dce19e10ce95f9b0bf9f528a8c0e15c26_4,შპს ANI,რეგისტრირებულია,"საქართველო, ქ. თბილისის, ისანი-სამგორის რაიონში, მოსკოვის გამზ., V კვ., კორ. 1, ბ. 25",Yes,1,LEGAL,"LEGAL: Professional Services: Primary Georgian counsel for Ivanishvili; coordinates local and international legal/PR strategy. Issues statements framing Credit Suisse dispute as ""p",https://georgiatoday.ge/law-firm-mkd-that-represents-interests-ivanishvili-reports-on-credit-suisses-continuing-violations-of-its-obligations-to-client/,,,,https://www.mkd.ge/,,,Yes,MKD_COUNSEL
EY (Ernst & Young),EY; ERNST YOUNG; ERNST & YOUNG,Legal & Professional Services,Accounting Firm,SERVICE_PROVIDER,EY (Ernst & Young) provides professional services to the Georgian Dream government or Ivanishvili's business interests. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: LEGAL.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_163,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,LEGAL,"LEGAL: Professional Services: External auditor for Cartu Bank (2023-2024), providing Big Four legitimacy to bank owned by Cartu Foundation (Ivanishvili's charity).",https://nbg.gov.ge/fm/%E1%83%90%E1%83%9C%E1%83%92%E1%83%90%E1%83%A0%E1%83%98%E1%83%A8%E1%83%92%E1%83%94%E1%83%91%E1%83%94%E1%83%91%E1%83%98/english/cartu/2024/afs-eng-cartu.pdf?v=drbiz,,,,https://www.ey.com/en_ge,,,Yes,EY_CARTU
Deloitte,DELOITTE,Legal & Professional Services,Accounting Firm,SERVICE_PROVIDER,Deloitte provides professional services to the Georgian Dream government or Ivanishvili's business interests. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: LEGAL.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_164,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,LEGAL,"LEGAL: Professional Services: Former external auditor for Cartu Bank (approx. 2015-2018), providing Big Four legitimacy during critical period of bank development.",https://www.cartubank.ge/uploads_script/reports/1716378326.pdf,,,,https://www2.deloitte.com/ge/,,,Yes,DELOITTE_CARTU
BDO,BDO,Legal & Professional Services,Accounting Firm,SERVICE_PROVIDER,BDO provides professional services to the Georgian Dream government or Ivanishvili's business interests. The beneficial owner is Vazha Verulidze & Nana Khinikadze. Allegations include: LEGAL.,,,,0,,Vazha Verulidze & Nana Khinikadze (ვაჟა ვერულიძე & ნანა ხინიკაძე),Vazha Verulidze & Nana Khinikadze,,ge-coreg-ccaa8fb7ead69430c6775fbd7640b1fbb47f2579,"შპს ""აუდიტორული, საკონსულტაციო და სასწავლო ცენტრი BDO ლიდერი""",რეგისტრირებულია,"საქართველო, ბათუმი, გრიბოედოვის 5 ბ.23",Yes,1,LEGAL,"LEGAL: Professional Services: Auditor for Cartu Insurance and other Ivanishvili subsidiaries, providing audit legitimacy to ecosystem entities.",https://www.insurance.gov.ge/en/Statistics/GetFile/457?type=5,,,,https://www.bdo.ge/,,,Yes,BDO_CARTU
Imedi TV,IMEDI; IMEDI TV,Media & Communications,Media Outlet,STATE_CONTRACTOR,"Imedi TV operates in Georgia's media & communications sector. The beneficial owner is Irakli Rukhadze. Allegations include: POLITICAL, OTHER.",,,,0,,Irakli Rukhadze (via Hunnewell Partners),,,ge-coreg-00a28e7715c412c81038c0ed4b063804d5d216d3,შპს იმედი 2011,აქტიური,"საქართველო, ქ. თბილისის, გლდანი-ნაძალადევის რაიონში, გლდანი VII მ/რ, კორ. 17ბ, ბ. 81",Yes,4,OTHER; POLITICAL,OTHER: Propaganda: Primary vehicle for government propaganda with coordinated messaging via WhatsApp with PM's office | OTHER: Hate Speech: Responsible for 18% of recorded hate speech in Georgia in 2019 | OTHER: Hate Campaign: Coordinated anti-LGBTQ campaigns including McDonald's/Elton John attack (June 2023),https://isfed.ge/eng/blogi/prosakhelisuflebo-da-anonimuri-aqtorebis-mier-tsarmoebuli-homofobiuri-kampania-sotsialur-mediashi; https://csogeorgia.org/en/newsPost/25962; https://drive.google.com/file/d/1CgffwhxKJmAkUJe_m5UIMNh6ObyKBlx/view,23000000,56,"State Procurement: 23,000,000 GEL (2012-2024)",https://imedi.ge/,,,Yes,INTEL_REPORT_DEC_2025
MEAMA,MEAMA,Hospitality & Tourism,Company,DONOR,MEAMA is a hospitality & tourism company listed as a political donor to Georgian Dream. The beneficial owner is Suliko Varsemashvili. Allegations include: OTHER.,,,,0,,Suliko Varsemashvili (სულიკო ვარსემაშვილი),Suliko Varsemashvili,,ge-coreg-24f79a26aefd7ce9096db072fb1c9828fa813a24,შპს მეამა,რეგისტრირებულია,"საქართველო, თბილისი, საბურთალოს რაიონი, ზურაბ და თეიმურაზ ზალდასტანიშვილების ქ., N27,",Yes,1,OTHER,"OTHER: Propaganda Funding: Paid >500,000 GEL in advertising to Imedi TV in Q3 2025, funding propaganda outlet",,,,,https://meama.ge,,,Yes,GNCC_Q3_2025
Orbi Group,ORBI GROUP; ORBI GROUP MILLENNIUM,Construction,Company,DONOR,Orbi Group is a construction company listed as a political donor to Georgian Dream. The beneficial owner is Alisa Kobakhidze. Allegations include: OTHER.,,,,0,,Alisa Kobakhidze (ალისა კობახიძე),Alisa Kobakhidze,,ge-coreg-0084361e1260fc24735db65d094bde77cdd9804d,შპს ორბი,რეგისტრირებულია,"საქართველო, ზესტაფონის რაიონში ს. ქვ. საზანო",Yes,1,OTHER,"OTHER: Propaganda Funding: Paid >500,000 GEL in advertising to Imedi TV in Q3 2025 via subsidiary Orbi Group Millennium",,,,,https://orbigroup.ge,,,Yes,GNCC_Q3_2025
BBC Studios,,Media & Communications,International Media Company,DONOR,BBC Studios is a media & communications company listed as a political donor to Georgian Dream. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: OTHER.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_165,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,OTHER,"OTHER: Legitimacy Provision: Licensed ""Dancing with the Stars"" format to Imedi TV since 2012, providing international legitimacy to documented propaganda outlet",,,,,https://www.bbcstudios.com,,,Yes,INTEL_REPORT_DEC_2025
Fox Entertainment,,Media & Communications,International Media Company,DONOR,Fox Entertainment is a media & communications company listed as a political donor to Georgian Dream. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: OTHER.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_166,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,OTHER,"OTHER: Legitimacy Provision: Licensed ""Beat Shazam"" (2025) and ""The Masked Singer"" (2022+) formats to Imedi TV",,,,,https://www.fox.com,,,Yes,INTEL_REPORT_DEC_2025
The Coca-Cola Company,,Food & Beverage,Multinational Corporation,DONOR,The Coca-Cola Company is a food & beverage company listed as a political donor to Georgian Dream. The beneficial owner is Besik Shervashidze. Allegations include: SANCTIONS.,,,,0,,Besik Shervashidze (ბესიკ შერვაშიძე),Besik Shervashidze,,ge-coreg-1557bdda579d64e4be19be6472a2724b8f92f980_2,შპს კოკა-კოლა კახეთი,რეგისტრირებულია,"საქართველო, ქალაქი თელავი, ალაზნის გამზ., N99",Yes,1,SANCTIONS,"SANCTIONS: Other: Sponsors programming on Imedi TV, providing advertising revenue to Georgia's primary propaganda outlet",,,,,https://www.coca-colacompany.com,,,Yes,INTEL_REPORT_DEC_2025
PepsiCo,,Food & Beverage,Multinational Corporation,DONOR,PepsiCo is a food & beverage company listed as a political donor to Georgian Dream. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: SANCTIONS.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_167,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,SANCTIONS,SANCTIONS: Other: Sponsors Imedi TV programming through Pepsi and Lays brands,,,,,https://www.pepsico.com,,,Yes,INTEL_REPORT_DEC_2025
Cellebrite DI Ltd,,Technology,Technology Company,DONOR,Cellebrite DI Ltd is a technology company listed as a political donor to Georgian Dream. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. Allegations include: OTHER.,,,,0,,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_168,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",Yes,1,OTHER,"OTHER: Surveillance Technology: Provided phone/computer data extraction software to Georgian government, enabling digital surveillance of dissidents",https://oc-media.org/georgian-government-buys-israeli-software-to-decrypt-data-from-phones-and-computers/,,,,https://www.cellebrite.com,,,Yes,OC_MEDIA_CELLEBRITE_2025
